pty_id,ctr_ccode,lhelc_date,lh_id,lhelc_id,lhelc_prv_id,pty_lwr_v2,pty_upr_v2,pty_abr,cmp_id
6007,DEU,1990-12-02,6016,6012,6011,NA,NA,PDS,41223
6001,DEU,1990-12-02,6016,6012,6011,0.327627224,0.357627224,SPD,41320
6005,DEU,1990-12-02,6016,6012,6011,0.074281947,0.225281947,FDP,41420
6004,DEU,1990-12-02,6016,6012,6011,0.41722533,0.44422533,CDU.CSU,41521
6010,DEU,1990-12-02,6016,6012,6011,NA,NA,BP,41911
6052,DEU,1990-12-02,6016,6012,6011,NA,NA,NPD,NA
6052,DEU,1990-12-02,6016,6012,6011,NA,NA,STATT,NA
6052,DEU,1990-12-02,6016,6012,6011,NA,NA,NPD,NA
6052,DEU,1990-12-02,6016,6012,6011,NA,NA,STATT,NA
6054,DEU,1990-12-02,6016,6012,6011,NA,NA,REP,NA
6999,DEU,1990-12-02,6016,6012,6011,NA,NA,Other,NA
6006,DEU,1994-10-16,6017,6013,6012,0.069695093,0.119695093,B90.Greens,41113
6007,DEU,1994-10-16,6017,6013,6012,0.018863037,0.060863037,PDS,41221
6001,DEU,1994-10-16,6017,6013,6012,0.344874126,0.377874126,SPD,41320
6005,DEU,1994-10-16,6017,6013,6012,0.010173017,0.072173017,FDP,41420
6004,DEU,1994-10-16,6017,6013,6012,0.40433147,0.44233147,CDU.CSU,41521
6012,DEU,1994-10-16,6017,6013,6012,NA,NA,Z,41522
6010,DEU,1994-10-16,6017,6013,6012,NA,NA,BP,41911
6017,DEU,1994-10-16,6017,6013,6012,0,0.034344948,DSU,NA
6054,DEU,1994-10-16,6017,6013,6012,0,0.204580528,REP,NA
6999,DEU,1994-10-16,6017,6013,6012,NA,NA,Other,NA
6006,DEU,1998-09-27,6018,6014,6013,0.0659585,0.1099585,B90.Greens,41113
6007,DEU,1998-09-27,6018,6014,6013,0.0390146,0.0520146,PDS,41221
6001,DEU,1998-09-27,6018,6014,6013,0.398285703,0.418285703,SPD,41320
6005,DEU,1998-09-27,6018,6014,6013,0.061483228,0.067483228,FDP,41420
6004,DEU,1998-09-27,6018,6014,6013,0.350448204,0.382448204,CDU.CSU,41521
6010,DEU,1998-09-27,6018,6014,6013,NA,NA,BP,41911
6052,DEU,1998-09-27,6018,6014,6013,NA,NA,NPD,NA
6052,DEU,1998-09-27,6018,6014,6013,NA,NA,STATT,NA
6052,DEU,1998-09-27,6018,6014,6013,NA,NA,NPD,NA
6052,DEU,1998-09-27,6018,6014,6013,NA,NA,STATT,NA
6054,DEU,1998-09-27,6018,6014,6013,NA,NA,REP,NA
6055,DEU,1998-09-27,6018,6014,6013,NA,NA,DVU,NA
6999,DEU,1998-09-27,6018,6014,6013,NA,NA,Other,NA
6006,DEU,2002-09-22,6019,6015,6014,0.078638676,0.409638676,B90.Greens,41113
6009,DEU,2002-09-22,6019,6015,6014,NA,NA,KPD,41220
6007,DEU,2002-09-22,6019,6015,6014,0.00293422,0.08293422,PDS,41221
6001,DEU,2002-09-22,6019,6015,6014,0.377208832,0.388208832,SPD,41320
6005,DEU,2002-09-22,6019,6015,6014,0,0.083730719,FDP,41420
6004,DEU,2002-09-22,6019,6015,6014,0.38108326,0.39308326,CDU.CSU,41521
6012,DEU,2002-09-22,6019,6015,6014,NA,NA,Z,41522
6010,DEU,2002-09-22,6019,6015,6014,NA,NA,BP,41911
6018,DEU,2002-09-22,6019,6015,6014,NA,NA,FVP,NA
6052,DEU,2002-09-22,6019,6015,6014,NA,NA,NPD,NA
6052,DEU,2002-09-22,6019,6015,6014,NA,NA,STATT,NA
6052,DEU,2002-09-22,6019,6015,6014,NA,NA,NPD,NA
6052,DEU,2002-09-22,6019,6015,6014,NA,NA,STATT,NA
6054,DEU,2002-09-22,6019,6015,6014,NA,NA,REP,NA
6999,DEU,2002-09-22,6019,6015,6014,NA,NA,Other,NA
6006,DEU,2005-09-18,6020,6016,6015,0,0.140169154,B90.Greens,41113
6007,DEU,2005-09-18,6020,6016,6015,0.001087528,0.142087528,PDS,41222
6001,DEU,2005-09-18,6020,6016,6015,0.302468895,0.346468895,SPD,41320
6005,DEU,2005-09-18,6020,6016,6015,0.023294391,0.134294391,FDP,41420
6004,DEU,2005-09-18,6020,6016,6015,0.346697116,0.385697116,CDU.CSU,41521
6012,DEU,2005-09-18,6020,6016,6015,NA,NA,Z,41522
6010,DEU,2005-09-18,6020,6016,6015,NA,NA,BP,41911
6052,DEU,2005-09-18,6020,6016,6015,NA,NA,NPD,NA
6052,DEU,2005-09-18,6020,6016,6015,NA,NA,STATT,NA
6052,DEU,2005-09-18,6020,6016,6015,NA,NA,NPD,NA
6052,DEU,2005-09-18,6020,6016,6015,NA,NA,STATT,NA
6054,DEU,2005-09-18,6020,6016,6015,NA,NA,REP,NA
6999,DEU,2005-09-18,6020,6016,6015,NA,NA,Other,NA
6006,DEU,2009-09-27,6021,6017,6016,0.004058902,0.146058902,B90.Greens,41113
6007,DEU,2009-09-27,6021,6017,6016,0.108879215,0.138879215,PDS,41223
6001,DEU,2009-09-27,6021,6017,6016,0.217348487,0.269348487,SPD,41320
6005,DEU,2009-09-27,6021,6017,6016,0.129628469,0.310628469,FDP,41420
6004,DEU,2009-09-27,6021,6017,6016,0.30497816,0.34697816,CDU.CSU,41521
6012,DEU,2009-09-27,6021,6017,6016,NA,NA,Z,41522
6010,DEU,2009-09-27,6021,6017,6016,NA,NA,BP,41911
6052,DEU,2009-09-27,6021,6017,6016,NA,NA,NPD,NA
6052,DEU,2009-09-27,6021,6017,6016,NA,NA,STATT,NA
6052,DEU,2009-09-27,6021,6017,6016,NA,NA,NPD,NA
6052,DEU,2009-09-27,6021,6017,6016,NA,NA,STATT,NA
6054,DEU,2009-09-27,6021,6017,6016,NA,NA,REP,NA
6055,DEU,2009-09-27,6021,6017,6016,NA,NA,DVU,NA
6056,DEU,2009-09-27,6021,6017,6016,NA,NA,PIRATEN,NA
6999,DEU,2009-09-27,6021,6017,6016,NA,NA,Other,NA
6006,DEU,2013-09-22,6022,6018,6017,0.066480279,0.241480279,B90.Greens,41113
6007,DEU,2013-09-22,6022,6018,6017,0.084889985,0.218889985,PDS,41223
6001,DEU,2013-09-22,6022,6018,6017,0.255329615,0.358329615,SPD,41320
6005,DEU,2013-09-22,6022,6018,6017,0,0.048648818,FDP,41420
6004,DEU,2013-09-22,6022,6018,6017,0,0.518429959,CDU.CSU,41521
6010,DEU,2013-09-22,6022,6018,6017,NA,NA,BP,41911
6052,DEU,2013-09-22,6022,6018,6017,NA,NA,NPD,NA
6052,DEU,2013-09-22,6022,6018,6017,NA,NA,STATT,NA
6052,DEU,2013-09-22,6022,6018,6017,NA,NA,NPD,NA
6052,DEU,2013-09-22,6022,6018,6017,NA,NA,STATT,NA
6054,DEU,2013-09-22,6022,6018,6017,NA,NA,REP,NA
6056,DEU,2013-09-22,6022,6018,6017,NA,NA,PIRATEN,NA
6057,DEU,2013-09-22,6022,6018,6017,NA,NA,AfD,NA
6058,DEU,2013-09-22,6022,6018,6017,NA,NA,FW,NA
6999,DEU,2013-09-22,6022,6018,6017,NA,NA,Other,NA
7018,DNK,1971-09-21,7012,7012,7011,NA,NA,VS,13210
7006,DNK,1971-09-21,7012,7012,7011,NA,NA,DKP,13220
7005,DNK,1971-09-21,7012,7012,7011,0.020111342,0.094111342,SF,13230
7001,DNK,1971-09-21,7012,7012,7011,0.282681785,0.375681785,SD,13320
7002,DNK,1971-09-21,7012,7012,7011,0.140423836,0.160423836,RV,13410
7008,DNK,1971-09-21,7012,7012,7011,0.152352162,0.272352162,V,13420
7012,DNK,1971-09-21,7012,7012,7011,0,0.166789868,KrF,13520
7003,DNK,1971-09-21,7012,7012,7011,0.158904192,0.284904192,KF,13620
7004,DNK,1971-09-21,7012,7012,7011,NA,NA,DR,13952
7997,DNK,1971-09-21,7012,7012,7011,NA,NA,IND,NA
7999,DNK,1971-09-21,7012,7012,7011,NA,NA,Other,NA
7018,DNK,1975-01-09,7014,7014,7013,0,1,VS,13210
7006,DNK,1975-01-09,7014,7014,7013,0.019921303,0.091921303,DKP,13220
7005,DNK,1975-01-09,7014,7014,7013,0.02350496,0.09350496,SF,13230
7001,DNK,1975-01-09,7014,7014,7013,0.264448885,0.355448885,SD,13320
7019,DNK,1975-01-09,7014,7014,7013,0,1,CD,13330
7002,DNK,1975-01-09,7014,7014,7013,0.017013743,0.140013743,RV,13410
7008,DNK,1975-01-09,7014,7014,7013,0.161254368,0.272254368,V,13420
7012,DNK,1975-01-09,7014,7014,7013,0.031364998,0.110364998,KrF,13520
7003,DNK,1975-01-09,7014,7014,7013,0.031145646,0.090145646,KF,13620
7013,DNK,1975-01-09,7014,7014,7013,0.027833914,0.213833914,FP,13951
7004,DNK,1975-01-09,7014,7014,7013,NA,NA,DR,13952
7997,DNK,1975-01-09,7014,7014,7013,NA,NA,IND,NA
7999,DNK,1975-01-09,7014,7014,7013,NA,NA,Other,NA
7018,DNK,1977-02-15,7015,7015,7014,0,0.154934643,VS,13210
7006,DNK,1977-02-15,7015,7015,7014,0.014706728,0.081706728,DKP,13220
7005,DNK,1977-02-15,7015,7015,7014,0.020746134,0.073746134,SF,13230
7001,DNK,1977-02-15,7015,7015,7014,0.34933001,0.38433001,SD,13320
7019,DNK,1977-02-15,7015,7015,7014,0.017497052,0.108497052,CD,13330
7002,DNK,1977-02-15,7015,7015,7014,0.015483955,0.090483955,RV,13410
7008,DNK,1977-02-15,7015,7015,7014,0.027669175,0.131669175,V,13420
7012,DNK,1977-02-15,7015,7015,7014,0.00515063,0.10815063,KrF,13520
7003,DNK,1977-02-15,7015,7015,7014,0.025751072,0.116751072,KF,13620
7013,DNK,1977-02-15,7015,7015,7014,0.135087769,0.252087769,FP,13951
7004,DNK,1977-02-15,7015,7015,7014,0,0.267884492,DR,13952
7997,DNK,1977-02-15,7015,7015,7014,NA,NA,IND,NA
7999,DNK,1977-02-15,7015,7015,7014,NA,NA,Other,NA
7018,DNK,1979-10-23,7016,7016,7015,0.014596319,0.087596319,VS,13210
7006,DNK,1979-10-23,7016,7016,7015,0,0.095574886,DKP,13220
7005,DNK,1979-10-23,7016,7016,7015,0.027061458,0.084061458,SF,13230
7001,DNK,1979-10-23,7016,7016,7015,0.366672732,0.450672732,SD,13320
7019,DNK,1979-10-23,7016,7016,7015,0,0.205208116,CD,13330
7002,DNK,1979-10-23,7016,7016,7015,0.031356636,0.079356636,RV,13410
7008,DNK,1979-10-23,7016,7016,7015,0.115034295,0.148034295,V,13420
7012,DNK,1979-10-23,7016,7016,7015,0,0.403901277,KrF,13520
7003,DNK,1979-10-23,7016,7016,7015,0.115772233,0.138772233,KF,13620
7013,DNK,1979-10-23,7016,7016,7015,0.031136481,0.119136481,FP,13951
7004,DNK,1979-10-23,7016,7016,7015,NA,NA,DR,13952
7997,DNK,1979-10-23,7016,7016,7015,NA,NA,IND,NA
7999,DNK,1979-10-23,7016,7016,7015,NA,NA,Other,NA
7018,DNK,1981-12-08,7017,7017,7016,0,0.139479696,VS,13210
7006,DNK,1981-12-08,7017,7017,7016,NA,NA,DKP,13220
7005,DNK,1981-12-08,7017,7017,7016,0.110131382,0.143131382,SF,13230
7001,DNK,1981-12-08,7017,7017,7016,0.195703471,0.343703471,SD,13320
7019,DNK,1981-12-08,7017,7017,7016,0.010765099,0.107765099,CD,13330
7002,DNK,1981-12-08,7017,7017,7016,0.024240522,0.081240522,RV,13410
7008,DNK,1981-12-08,7017,7017,7016,0.020101609,0.117101609,V,13420
7012,DNK,1981-12-08,7017,7017,7016,0,1,KrF,13520
7003,DNK,1981-12-08,7017,7017,7016,0.119539425,0.168539425,KF,13620
7013,DNK,1981-12-08,7017,7017,7016,0.015123543,0.108123543,FP,13951
7004,DNK,1981-12-08,7017,7017,7016,NA,NA,DR,13952
7997,DNK,1981-12-08,7017,7017,7016,NA,NA,IND,NA
7999,DNK,1981-12-08,7017,7017,7016,NA,NA,Other,NA
7018,DNK,1984-01-10,7018,7018,7017,0,0.236578148,VS,13210
7005,DNK,1984-01-10,7018,7018,7017,0.025145999,0.160145999,SF,13230
7001,DNK,1984-01-10,7018,7018,7017,0.263049328,0.363049328,SD,13320
7019,DNK,1984-01-10,7018,7018,7017,0.027970417,0.093970417,CD,13330
7002,DNK,1984-01-10,7018,7018,7017,0.026920122,0.101920122,RV,13410
7008,DNK,1984-01-10,7018,7018,7017,0.021682865,0.193682865,V,13420
7012,DNK,1984-01-10,7018,7018,7017,0,0.908252447,KrF,13520
7003,DNK,1984-01-10,7018,7018,7017,0.176450225,0.278450225,KF,13620
7013,DNK,1984-01-10,7018,7018,7017,0,0.292883593,FP,13951
7999,DNK,1984-01-10,7018,7018,7017,NA,NA,Other,NA
7020,DNK,1987-09-08,7019,7019,7018,NA,NA,FK,13221
7005,DNK,1987-09-08,7019,7019,7018,0.022774778,0.174774778,SF,13230
7001,DNK,1987-09-08,7019,7019,7018,0.260201275,0.322201275,SD,13320
7019,DNK,1987-09-08,7019,7019,7018,0.024901047,0.085901047,CD,13330
7002,DNK,1987-09-08,7019,7019,7018,0.024180656,0.117180656,RV,13410
7008,DNK,1987-09-08,7019,7019,7018,0.021363567,0.171363567,V,13420
7012,DNK,1987-09-08,7019,7019,7018,0,1,KrF,13520
7003,DNK,1987-09-08,7019,7019,7018,0.1664384,0.2634384,KF,13620
7013,DNK,1987-09-08,7019,7019,7018,0.023719935,0.113719935,FP,13951
7999,DNK,1987-09-08,7019,7019,7018,NA,NA,Other,NA
7005,DNK,1988-05-10,7020,7020,7019,0.011142449,0.172142449,SF,13230
7001,DNK,1988-05-10,7020,7020,7019,0.276180695,0.341180695,SD,13320
7019,DNK,1988-05-10,7020,7020,7019,0.0216981,0.0816981,CD,13330
7002,DNK,1988-05-10,7020,7020,7019,0.023782458,0.101782458,RV,13410
7008,DNK,1988-05-10,7020,7020,7019,0.018406346,0.150406346,V,13420
7012,DNK,1988-05-10,7020,7020,7019,0,1,KrF,13520
7003,DNK,1988-05-10,7020,7020,7019,0.158857651,0.262857651,KF,13620
7013,DNK,1988-05-10,7020,7020,7019,0.023552553,0.136552553,FP,13951
7999,DNK,1988-05-10,7020,7020,7019,NA,NA,Other,NA
7005,DNK,1990-12-12,7021,7021,7020,0.015958963,0.122958963,SF,13230
7001,DNK,1990-12-12,7021,7021,7020,0.288841777,0.449841777,SD,13320
7019,DNK,1990-12-12,7021,7021,7020,0.028102862,0.099102862,CD,13330
7002,DNK,1990-12-12,7021,7021,7020,0,0.203462959,RV,13410
7008,DNK,1990-12-12,7021,7021,7020,0.107930982,0.245930982,V,13420
7012,DNK,1990-12-12,7021,7021,7020,0,0.820895598,KrF,13520
7003,DNK,1990-12-12,7021,7021,7020,0.085674991,0.235674991,KF,13620
7013,DNK,1990-12-12,7021,7021,7020,0.022353627,0.120353627,FP,13951
7999,DNK,1990-12-12,7021,7021,7020,NA,NA,Other,NA
7014,DNK,1994-09-21,7022,7022,7021,0,0.221464447,EL,13229
7005,DNK,1994-09-21,7022,7022,7021,0.020844759,0.129844759,SF,13230
7001,DNK,1994-09-21,7022,7022,7021,0.331609159,0.470609159,SD,13320
7019,DNK,1994-09-21,7022,7022,7021,0,0.93439767,CD,13330
7002,DNK,1994-09-21,7022,7022,7021,0.022889271,0.106889271,RV,13410
7008,DNK,1994-09-21,7022,7022,7021,0.11995369,0.24995369,V,13420
7003,DNK,1994-09-21,7022,7022,7021,0.123212,0.246212,KF,13620
7013,DNK,1994-09-21,7022,7022,7021,0.026327802,0.114327802,FP,13951
7997,DNK,1994-09-21,7022,7022,7021,NA,NA,IND,NA
7999,DNK,1994-09-21,7022,7022,7021,NA,NA,Other,NA
7014,DNK,1998-03-11,7023,7023,7022,0,0.221991509,EL,13229
7005,DNK,1998-03-11,7023,7023,7022,0.022574347,0.123574347,SF,13230
7001,DNK,1998-03-11,7023,7023,7022,0.295254574,0.411254574,SD,13320
7019,DNK,1998-03-11,7023,7023,7022,0.015101036,0.106101036,CD,13330
7002,DNK,1998-03-11,7023,7023,7022,0.016536147,0.099536147,RV,13410
7008,DNK,1998-03-11,7023,7023,7022,0.167133506,0.312133506,V,13420
7012,DNK,1998-03-11,7023,7023,7022,0,1,KrF,13520
7003,DNK,1998-03-11,7023,7023,7022,0.03024406,0.15824406,KF,13620
7022,DNK,1998-03-11,7023,7023,7022,0.018113101,0.123113101,DF,13720
7013,DNK,1998-03-11,7023,7023,7022,0,0.533203486,FP,13951
7999,DNK,1998-03-11,7023,7023,7022,NA,NA,Other,NA
7014,DNK,2001-11-20,7024,7024,7023,0,1,EL,13229
7005,DNK,2001-11-20,7024,7024,7023,0.020728452,0.148728452,SF,13230
7001,DNK,2001-11-20,7024,7024,7023,0.21184625,0.30284625,SD,13320
7002,DNK,2001-11-20,7024,7024,7023,0.022895719,0.137895719,RV,13410
7008,DNK,2001-11-20,7024,7024,7023,0.297452677,0.363452677,V,13420
7012,DNK,2001-11-20,7024,7024,7023,0,1,KrF,13520
7003,DNK,2001-11-20,7024,7024,7023,0.011666696,0.189666696,KF,13620
7022,DNK,2001-11-20,7024,7024,7023,0.01500778,0.18300778,DF,13720
7997,DNK,2001-11-20,7024,7024,7023,NA,NA,IND,NA
7999,DNK,2001-11-20,7024,7024,7023,NA,NA,Other,NA
7014,DNK,2005-02-08,7025,7025,7024,0,0.159993385,EL,13229
7005,DNK,2005-02-08,7025,7025,7024,0.025885107,0.107885107,SF,13230
7001,DNK,2005-02-08,7025,7025,7024,0.150353956,0.278353956,SD,13320
7002,DNK,2005-02-08,7025,7025,7024,0.013805939,0.163805939,RV,13410
7008,DNK,2005-02-08,7025,7025,7024,0.269311127,0.346311127,V,13420
7003,DNK,2005-02-08,7025,7025,7024,0.013729884,0.190729884,KF,13620
7022,DNK,2005-02-08,7025,7025,7024,0.009534675,0.191534675,DF,13720
7999,DNK,2005-02-08,7025,7025,7024,NA,NA,Other,NA
7015,DNK,2007-11-13,7026,7026,7025,0.010124665,0.092124665,LA,13001
7014,DNK,2007-11-13,7026,7026,7025,0.000674738,0.122674738,EL,13229
7005,DNK,2007-11-13,7026,7026,7025,0,0.158361486,SF,13230
7001,DNK,2007-11-13,7026,7026,7025,0.198677736,0.258677736,SD,13320
7002,DNK,2007-11-13,7026,7026,7025,0.0082112,0.1182112,RV,13410
7008,DNK,2007-11-13,7026,7026,7025,0.257608259,0.351608259,V,13420
7003,DNK,2007-11-13,7026,7026,7025,0.011891434,0.136891434,KF,13620
7022,DNK,2007-11-13,7026,7026,7025,0.01861634,0.21861634,DF,13720
7999,DNK,2007-11-13,7026,7026,7025,NA,NA,Other,NA
7015,DNK,2011-09-15,7027,7027,7026,0,0.117807241,LA,13001
7014,DNK,2011-09-15,7027,7027,7026,0,0.116808297,EL,13229
7005,DNK,2011-09-15,7027,7027,7026,0.017005118,0.118005118,SF,13230
7001,DNK,2011-09-15,7027,7027,7026,0.223102595,0.263102595,SD,13320
7002,DNK,2011-09-15,7027,7027,7026,0.008968421,0.118968421,RV,13410
7008,DNK,2011-09-15,7027,7027,7026,0.251313576,0.365313576,V,13420
7003,DNK,2011-09-15,7027,7027,7026,0.013373436,0.102373436,KF,13620
7022,DNK,2011-09-15,7027,7027,7026,0,0.240182135,DF,13720
7099,DNK,2011-09-15,7027,7027,7026,NA,NA,NA,NA
7999,DNK,2011-09-15,7027,7027,7026,NA,NA,Other,NA
8004,ESP,1977-06-15,8001,8001,NA,0.08354864,0.20054864,PCE,33220
8002,ESP,1977-06-15,8001,8001,NA,0.272896543,0.325896543,PSOE,33320
8001,ESP,1977-06-15,8001,8001,NA,0.308243553,0.362243553,UCD,33430
8003,ESP,1977-06-15,8001,8001,NA,0.060326513,0.090326513,AP,33610
8011,ESP,1977-06-15,8001,8001,NA,NA,NA,EE,33901
8007,ESP,1977-06-15,8001,8001,NA,NA,NA,PNV,33902
8005,ESP,1977-06-15,8001,8001,NA,0.026675468,0.086675468,PSP.US,NA
8006,ESP,1977-06-15,8001,8001,NA,NA,NA,PDPC,NA
8008,ESP,1977-06-15,8001,8001,NA,NA,NA,UDC.IDCC,NA
8009,ESP,1977-06-15,8001,8001,NA,NA,NA,EC.FED,NA
8010,ESP,1977-06-15,8001,8001,NA,NA,NA,CAIC,NA
8012,ESP,1977-06-15,8001,8001,NA,NA,NA,INDEP,NA
8999,ESP,1977-06-15,8001,8001,NA,NA,NA,Other,NA
8004,ESP,1979-03-01,8002,8002,8001,0.0921897,0.1911897,PCE,33220
8002,ESP,1979-03-01,8002,8002,8001,0.284405626,0.370405626,PSOE,33320
8001,ESP,1979-03-01,8002,8002,8001,0.27685455,0.36685455,UCD,33430
8013,ESP,1979-03-01,8002,8002,8001,0.028704584,0.091704584,CD,33610
8014,ESP,1979-03-01,8002,8002,8001,NA,NA,CIU,33611
8011,ESP,1979-03-01,8002,8002,8001,NA,NA,EE,33901
8007,ESP,1979-03-01,8002,8002,8001,NA,NA,PNV,33902
8020,ESP,1979-03-01,8002,8002,8001,NA,NA,PAR,33904
8024,ESP,1979-03-01,8002,8002,8001,NA,NA,ERC,33905
8016,ESP,1979-03-01,8002,8002,8001,NA,NA,PSA.PA,33906
8015,ESP,1979-03-01,8002,8002,8001,0.019159276,0.086159276,UN,NA
8017,ESP,1979-03-01,8002,8002,8001,NA,NA,HB,NA
8018,ESP,1979-03-01,8002,8002,8001,NA,NA,ERFN,NA
8019,ESP,1979-03-01,8002,8002,8001,NA,NA,C.UPC,NA
8999,ESP,1979-03-01,8002,8002,8001,NA,NA,Other,NA
8004,ESP,1982-10-28,8003,8003,8002,0.029432282,0.547432282,PCE,33220
8002,ESP,1982-10-28,8003,8003,8002,0.406373537,1,PSOE,33320
8001,ESP,1982-10-28,8003,8003,8002,0.03902922,0.45002922,UCD,33430
8022,ESP,1982-10-28,8003,8003,8002,0.02384238,0.15084238,CDS,33512
8014,ESP,1982-10-28,8003,8003,8002,NA,NA,CIU,33611
8011,ESP,1982-10-28,8003,8003,8002,NA,NA,EE,33901
8007,ESP,1982-10-28,8003,8003,8002,NA,NA,PNV,33902
8024,ESP,1982-10-28,8003,8003,8002,NA,NA,ERC,33905
8017,ESP,1982-10-28,8003,8003,8002,NA,NA,HB,NA
8021,ESP,1982-10-28,8003,8003,8002,0,0.339446954,AP.PDP,NA
8999,ESP,1982-10-28,8003,8003,8002,NA,NA,Other,NA
8026,ESP,1986-06-22,8004,8004,8003,0.029321849,0.388321849,IU,33220
8002,ESP,1986-06-22,8004,8004,8003,0.422558668,1,PSOE,33320
8022,ESP,1986-06-22,8004,8004,8003,0.037763707,0.125763707,CDS,33512
8014,ESP,1986-06-22,8004,8004,8003,NA,NA,CIU,33611
8011,ESP,1986-06-22,8004,8004,8003,NA,NA,EE,33901
8007,ESP,1986-06-22,8004,8004,8003,NA,NA,PNV,33902
8020,ESP,1986-06-22,8004,8004,8003,NA,NA,PAR,33904
8017,ESP,1986-06-22,8004,8004,8003,NA,NA,HB,NA
8025,ESP,1986-06-22,8004,8004,8003,0.064202357,0.283202357,AP.PDP.PL,NA
8027,ESP,1986-06-22,8004,8004,8003,NA,NA,CG,NA
8028,ESP,1986-06-22,8004,8004,8003,NA,NA,AIC,NA
8029,ESP,1986-06-22,8004,8004,8003,NA,NA,UV,NA
8999,ESP,1986-06-22,8004,8004,8003,NA,NA,Other,NA
8026,ESP,1989-10-29,8005,8005,8004,0.019322638,0.098322638,IU,33220
8002,ESP,1989-10-29,8005,8005,8004,0.394762434,1,PSOE,33320
8022,ESP,1989-10-29,8005,8005,8004,0.037487273,0.084487273,CDS,33512
8030,ESP,1989-10-29,8005,8005,8004,0,0.34772884,PP,33610
8014,ESP,1989-10-29,8005,8005,8004,NA,NA,CIU,33611
8011,ESP,1989-10-29,8005,8005,8004,NA,NA,EE,33901
8007,ESP,1989-10-29,8005,8005,8004,NA,NA,PNV,33902
8032,ESP,1989-10-29,8005,8005,8004,NA,NA,EA,33903
8020,ESP,1989-10-29,8005,8005,8004,NA,NA,PAR,33904
8017,ESP,1989-10-29,8005,8005,8004,NA,NA,HB,NA
8028,ESP,1989-10-29,8005,8005,8004,NA,NA,AIC,NA
8029,ESP,1989-10-29,8005,8005,8004,NA,NA,UV,NA
8031,ESP,1989-10-29,8005,8005,8004,NA,NA,PA,NA
8999,ESP,1989-10-29,8005,8005,8004,NA,NA,Other,NA
8026,ESP,1993-06-06,8006,8006,8005,0.093304156,0.295304156,IU,33220
8002,ESP,1993-06-06,8006,8006,8005,0.380993664,0.439993664,PSOE,33320
8030,ESP,1993-06-06,8006,8006,8005,0.301458031,0.359458031,PP,33610
8014,ESP,1993-06-06,8006,8006,8005,NA,NA,CIU,33611
8007,ESP,1993-06-06,8006,8006,8005,NA,NA,PNV,33902
8032,ESP,1993-06-06,8006,8006,8005,NA,NA,EA,33903
8020,ESP,1993-06-06,8006,8006,8005,NA,NA,PAR,33904
8024,ESP,1993-06-06,8006,8006,8005,NA,NA,ERC,33905
8033,ESP,1993-06-06,8006,8006,8005,NA,NA,CC,33907
8017,ESP,1993-06-06,8006,8006,8005,NA,NA,HB,NA
8029,ESP,1993-06-06,8006,8006,8005,NA,NA,UV,NA
8034,ESP,1993-06-06,8006,8006,8005,NA,NA,NA,NA
8999,ESP,1993-06-06,8006,8006,8005,NA,NA,Other,NA
8026,ESP,1996-03-03,8007,8007,8006,0.090429909,0.166429909,IU,33220
8002,ESP,1996-03-03,8007,8007,8006,0.324022702,0.388022702,PSOE,33320
8030,ESP,1996-03-03,8007,8007,8006,0.376728092,0.438728092,PP,33610
8014,ESP,1996-03-03,8007,8007,8006,NA,NA,CIU,33611
8007,ESP,1996-03-03,8007,8007,8006,NA,NA,PNV,33902
8032,ESP,1996-03-03,8007,8007,8006,NA,NA,EA,33903
8024,ESP,1996-03-03,8007,8007,8006,NA,NA,ERC,33905
8033,ESP,1996-03-03,8007,8007,8006,NA,NA,CC,33907
8035,ESP,1996-03-03,8007,8007,8006,NA,NA,BNG,33908
8038,ESP,1996-03-03,8007,8007,8006,NA,NA,CHA,33909
8017,ESP,1996-03-03,8007,8007,8006,NA,NA,HB,NA
8029,ESP,1996-03-03,8007,8007,8006,NA,NA,UV,NA
8031,ESP,1996-03-03,8007,8007,8006,NA,NA,PA,NA
8999,ESP,1996-03-03,8007,8007,8006,NA,NA,Other,NA
8026,ESP,2000-03-12,8008,8008,8007,0.021607791,0.100607791,IU,33220
8002,ESP,2000-03-12,8008,8008,8007,0,0.372601007,PSOE,33320
8030,ESP,2000-03-12,8008,8008,8007,0.412237431,1,PP,33610
8014,ESP,2000-03-12,8008,8008,8007,NA,NA,CIU,33611
8007,ESP,2000-03-12,8008,8008,8007,NA,NA,PNV,33902
8032,ESP,2000-03-12,8008,8008,8007,NA,NA,EA,33903
8020,ESP,2000-03-12,8008,8008,8007,NA,NA,PAR,33904
8024,ESP,2000-03-12,8008,8008,8007,NA,NA,ERC,33905
8033,ESP,2000-03-12,8008,8008,8007,NA,NA,CC,33907
8035,ESP,2000-03-12,8008,8008,8007,NA,NA,BNG,33908
8038,ESP,2000-03-12,8008,8008,8007,NA,NA,CHA,33909
8015,ESP,2000-03-12,8008,8008,8007,NA,NA,UN,NA
8031,ESP,2000-03-12,8008,8008,8007,NA,NA,PA,NA
8037,ESP,2000-03-12,8008,8008,8007,NA,NA,IC.V,NA
8999,ESP,2000-03-12,8008,8008,8007,NA,NA,Other,NA
8026,ESP,2004-03-14,8009,8009,8008,0.039608071,0.065608071,IU,33220
8002,ESP,2004-03-14,8009,8009,8008,0.392863646,0.427863646,PSOE,33320
8022,ESP,2004-03-14,8009,8009,8008,NA,NA,CDS,33512
8030,ESP,2004-03-14,8009,8009,8008,0.375082046,0.411082046,PP,33610
