pty_id,ctr_ccode,lhelc_id,lhelc_date,pty_cab,tier1_avemag,leadact
2001,AUT,2012,1983-04-24,0,20.33,18.76
2001,AUT,2013,1986-11-23,0,20.33,18.76
2001,AUT,2014,1990-10-07,1,4.26,18.76
2001,AUT,2015,1994-10-09,1,4.26,18.76
2001,AUT,2017,1996-10-13,1,4.26,18.76
2001,AUT,2018,1999-10-03,1,4.26,18.76
2001,AUT,2019,2002-11-24,1,4.26,18.76
2001,AUT,2020,2006-10-01,1,4.26,18.76
2010,AUT,2020,2006-10-01,1,4.26,NA
5014,CHE,5011,1983-10-23,0,7.7,NA
5014,CHE,5012,1987-10-18,0,7.7,NA
5014,CHE,5013,1991-10-20,0,7.7,NA
5014,CHE,5014,1995-10-22,0,7.7,NA
5014,CHE,5015,1999-10-24,0,7.7,NA
5014,CHE,5016,2003-10-19,0,7.7,NA
5014,CHE,5017,2007-10-21,0,7.7,NA
5009,CHE,5012,1987-10-18,0,7.7,NA
5009,CHE,5013,1991-10-20,0,7.7,NA
5009,CHE,5014,1995-10-22,0,7.7,NA
5009,CHE,5015,1999-10-24,0,7.7,NA
5009,CHE,5016,2003-10-19,0,7.7,NA
5003,CHE,5007,1967-10-29,1,8,NA
5003,CHE,5008,1971-10-31,1,8,NA
5003,CHE,5009,1975-10-26,1,7.7,NA
5003,CHE,5010,1979-10-21,1,7.7,NA
5003,CHE,5011,1983-10-23,1,7.7,NA
5003,CHE,5012,1987-10-18,1,7.7,NA
5003,CHE,5013,1991-10-20,1,7.7,NA
5003,CHE,5014,1995-10-22,1,7.7,NA
5003,CHE,5015,1999-10-24,1,7.7,NA
5003,CHE,5016,2003-10-19,1,7.7,NA
5003,CHE,5017,2007-10-21,1,7.7,NA
5007,CHE,5007,1967-10-29,0,8,NA
5007,CHE,5008,1971-10-31,0,8,NA
5007,CHE,5009,1975-10-26,0,7.7,NA
5007,CHE,5010,1979-10-21,0,7.7,NA
5007,CHE,5011,1983-10-23,0,7.7,NA
5007,CHE,5012,1987-10-18,0,7.7,NA
5007,CHE,5013,1991-10-20,0,7.7,NA
5007,CHE,5014,1995-10-22,0,7.7,NA
5001,CHE,5007,1967-10-29,1,8,NA
5001,CHE,5008,1971-10-31,1,8,NA
5001,CHE,5009,1975-10-26,1,7.7,NA
5001,CHE,5010,1979-10-21,1,7.7,NA
5001,CHE,5011,1983-10-23,1,7.7,NA
5001,CHE,5012,1987-10-18,1,7.7,NA
5001,CHE,5013,1991-10-20,1,7.7,NA
5001,CHE,5014,1995-10-22,1,7.7,NA
5001,CHE,5015,1999-10-24,1,7.7,NA
5001,CHE,5016,2003-10-19,1,7.7,NA
5001,CHE,5017,2007-10-21,1,7.7,NA
5002,CHE,5007,1967-10-29,1,8,NA
5002,CHE,5008,1971-10-31,1,8,NA
5002,CHE,5009,1975-10-26,1,7.7,NA
5002,CHE,5010,1979-10-21,1,7.7,NA
5002,CHE,5011,1983-10-23,1,7.7,NA
5002,CHE,5012,1987-10-18,1,7.7,NA
5002,CHE,5013,1991-10-20,1,7.7,NA
5002,CHE,5014,1995-10-22,1,7.7,NA
5002,CHE,5015,1999-10-24,1,7.7,NA
5002,CHE,5016,2003-10-19,1,7.7,NA
5002,CHE,5017,2007-10-21,1,7.7,NA
5008,CHE,5007,1967-10-29,0,8,NA
5008,CHE,5008,1971-10-31,0,8,NA
5008,CHE,5009,1975-10-26,0,7.7,NA
5008,CHE,5010,1979-10-21,0,7.7,NA
5008,CHE,5011,1983-10-23,0,7.7,NA
5008,CHE,5012,1987-10-18,0,7.7,NA
5008,CHE,5013,1991-10-20,0,7.7,NA
5008,CHE,5014,1995-10-22,0,7.7,NA
5008,CHE,5015,1999-10-24,0,7.7,NA
5008,CHE,5016,2003-10-19,0,7.7,NA
5008,CHE,5017,2007-10-21,0,7.7,NA
5006,CHE,5012,1987-10-18,0,7.7,NA
5006,CHE,5013,1991-10-20,0,7.7,NA
5006,CHE,5014,1995-10-22,0,7.7,NA
5006,CHE,5015,1999-10-24,0,7.7,NA
5018,CHE,5016,2003-10-19,0,7.7,NA
5018,CHE,5017,2007-10-21,0,7.7,NA
5010,CHE,5007,1967-10-29,0,8,NA
5010,CHE,5008,1971-10-31,0,8,NA
5010,CHE,5009,1975-10-26,0,7.7,NA
5010,CHE,5010,1979-10-21,0,7.7,NA
5010,CHE,5011,1983-10-23,0,7.7,NA
5010,CHE,5012,1987-10-18,0,7.7,NA
5010,CHE,5013,1991-10-20,0,7.7,NA
5010,CHE,5014,1995-10-22,0,7.7,NA
5010,CHE,5015,1999-10-24,0,7.7,NA
5015,CHE,5014,1995-10-22,0,7.7,NA
5015,CHE,5015,1999-10-24,0,7.7,NA
5015,CHE,5016,2003-10-19,0,7.7,NA
5004,CHE,5007,1967-10-29,1,8,NA
5004,CHE,5008,1971-10-31,1,8,NA
5004,CHE,5009,1975-10-26,1,7.7,NA
5004,CHE,5010,1979-10-21,1,7.7,NA
5004,CHE,5011,1983-10-23,1,7.7,NA
5004,CHE,5012,1987-10-18,1,7.7,NA
5004,CHE,5013,1991-10-20,1,7.7,NA
5004,CHE,5014,1995-10-22,1,7.7,NA
5004,CHE,5015,1999-10-24,1,7.7,NA
5004,CHE,5016,2003-10-19,1,7.7,NA
5004,CHE,5017,2007-10-21,1,7.7,NA
5017,CHE,5016,2003-10-19,0,7.7,NA
5017,CHE,5017,2007-10-21,0,7.7,NA
5016,CHE,5012,1987-10-18,0,7.7,NA
5016,CHE,5013,1991-10-20,0,7.7,NA
10005,GBR,10007,1966-03-31,1,1,15.25
10005,GBR,10008,1970-06-18,1,1,15.25
10005,GBR,10009,1974-02-28,0,1,15.25
10005,GBR,10010,1974-10-10,1,1,15.25
10005,GBR,10011,1979-05-03,1,1,15.25
10005,GBR,10012,1983-06-09,0,1,15.25
10005,GBR,10013,1987-06-11,0,1,15.25
10005,GBR,10014,1992-04-09,0,1,15.25
10005,GBR,10015,1997-05-01,0,1,15.25
10005,GBR,10016,2001-06-07,1,1,15.25
10005,GBR,10017,2005-05-05,1,1,15.25
10004,GBR,10007,1966-03-31,0,1,12.89
10004,GBR,10008,1970-06-18,0,1,12.89
10004,GBR,10009,1974-02-28,0,1,12.89
10004,GBR,10010,1974-10-10,0,1,12.89
10004,GBR,10011,1979-05-03,0,1,12.89
10004,GBR,10012,1983-06-09,0,1,12.89
10023,GBR,10014,1992-04-09,0,1,NA
10023,GBR,10015,1997-05-01,0,1,NA
10023,GBR,10016,2001-06-07,0,1,NA
10023,GBR,10017,2005-05-05,0,1,NA
10001,GBR,10007,1966-03-31,0,1,25.02
10001,GBR,10008,1970-06-18,0,1,25.02
10001,GBR,10009,1974-02-28,1,1,25.02
10001,GBR,10010,1974-10-10,0,1,25.02
10001,GBR,10011,1979-05-03,0,1,25.02
10001,GBR,10012,1983-06-09,1,1,25.02
10001,GBR,10013,1987-06-11,1,1,25.02
10001,GBR,10014,1992-04-09,1,1,25.02
10001,GBR,10015,1997-05-01,1,1,25.02
10001,GBR,10016,2001-06-07,0,1,25.02
10001,GBR,10017,2005-05-05,0,1,25.02
19001,USA,19014,1970-11-03,0,1,NA
19001,USA,19016,1974-11-04,0,1,NA
19001,USA,19018,1978-11-07,1,1,NA
19001,USA,19020,1982-11-02,0,1,NA
19001,USA,19022,1986-11-04,0,1,NA
19001,USA,19024,1990-11-06,0,1,NA
19001,USA,19026,1994-11-08,1,1,NA
19001,USA,19028,1998-11-03,1,1,NA
19001,USA,19030,2002-11-05,0,1,NA
19001,USA,19032,2006-11-07,0,1,NA
19001,USA,19034,2010-11-02,1,NA,NA
19002,USA,19014,1970-11-03,1,1,NA
19002,USA,19016,1974-11-04,1,1,NA
19002,USA,19018,1978-11-07,0,1,NA
19002,USA,19020,1982-11-02,1,1,NA
19002,USA,19022,1986-11-04,1,1,NA
19002,USA,19024,1990-11-06,1,1,NA
19002,USA,19026,1994-11-08,0,1,NA
19002,USA,19028,1998-11-03,0,1,NA
19002,USA,19030,2002-11-05,1,1,NA
19002,USA,19032,2006-11-07,1,1,NA
19002,USA,19034,2010-11-02,0,NA,NA
4006,CAN,4022,2008-10-14,0,1,NA
4002,CAN,4010,1968-06-25,0,1,NA
4002,CAN,4011,1972-10-30,0,1,NA
4002,CAN,4012,1974-07-08,0,1,NA
4002,CAN,4013,1979-05-22,0,1,NA
4002,CAN,4014,1980-02-18,0,1,NA
4002,CAN,4015,1984-09-04,0,1,NA
4002,CAN,4016,1988-11-21,0,1,NA
4002,CAN,4017,1993-10-25,0,1,NA
4002,CAN,4018,1997-06-02,0,1,NA
4002,CAN,4019,2000-11-27,0,1,NA
4002,CAN,4020,2004-06-28,0,1,NA
4002,CAN,4021,2006-01-23,0,1,NA
4002,CAN,4022,2008-10-14,0,1,NA
4003,CAN,4010,1968-06-25,1,1,NA
4003,CAN,4011,1972-10-30,1,1,NA
4003,CAN,4012,1974-07-08,1,1,NA
4003,CAN,4013,1979-05-22,1,1,NA
4003,CAN,4014,1980-02-18,0,1,NA
4003,CAN,4015,1984-09-04,1,1,NA
4003,CAN,4016,1988-11-21,0,1,NA
4003,CAN,4017,1993-10-25,0,1,NA
4003,CAN,4018,1997-06-02,1,1,NA
4003,CAN,4019,2000-11-27,1,1,NA
4003,CAN,4020,2004-06-28,1,1,NA
4003,CAN,4021,2006-01-23,1,1,NA
4003,CAN,4022,2008-10-14,0,1,NA
4008,CAN,4010,1968-06-25,0,1,NA
4008,CAN,4011,1972-10-30,0,1,NA
4008,CAN,4012,1974-07-08,0,1,NA
4008,CAN,4013,1979-05-22,0,1,NA
4008,CAN,4014,1980-02-18,1,1,NA
4008,CAN,4015,1984-09-04,0,1,NA
4008,CAN,4016,1988-11-21,1,1,NA
4008,CAN,4017,1993-10-25,1,1,NA
4008,CAN,4018,1997-06-02,0,1,NA
4009,CAN,4017,1993-10-25,0,1,NA
4001,CAN,4022,2008-10-14,1,1,NA
4004,CAN,4017,1993-10-25,0,1,NA
4004,CAN,4018,1997-06-02,0,1,NA
4004,CAN,4019,2000-11-27,0,1,NA
4004,CAN,4020,2004-06-28,0,1,NA
4004,CAN,4021,2006-01-23,0,1,NA
4004,CAN,4022,2008-10-14,0,1,NA
4010,CAN,4010,1968-06-25,0,1,NA
4010,CAN,4011,1972-10-30,0,1,NA
