choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
SPO,LIF,.11085196,.00087796315,1139,.54561651,.35755301
SPO,Gruene,.025744362,.021949079,1139,.54561651,.35755301
SPO,FPO,.020068549,.057945568,1139,.54561651,.35755301
SPO,OVP,.009456777,.143108,1139,.54561651,.35755301
SPO,Fritz,.13177656,.00087796315,1139,.54561651,.35755301
SPO,BZO,.034394834,.025460931,1139,.54561651,.35755301
SPO,NoID,.34748244,.60403866,1139,.54561651,.35755301
SPO,SPO,.98454988,.14574188,1139,.54561651,.35755301
OVP,BZO,.029815728,.025460931,1139,.54561651,.32581666
OVP,FPO,.017396752,.057945568,1139,.54561651,.32581666
OVP,Fritz,.11423267,.00087796315,1139,.54561651,.32581666
OVP,OVP,.98098266,.143108,1139,.54561651,.32581666
OVP,SPO,.0071322066,.14574188,1139,.54561651,.32581666
OVP,Gruene,.022316923,.021949079,1139,.54561651,.32581666
OVP,LIF,.096093841,.00087796315,1139,.54561651,.32581666
OVP,NoID,.30122086,.60403866,1139,.54561651,.32581666
FPO,LIF,.043860156,.00087796315,1139,.54561651,.13977043
FPO,Fritz,.052139267,.00087796315,1139,.54561651,.13977043
FPO,SPO,.0032553563,.14574188,1139,.54561651,.13977043
FPO,Gruene,.010186123,.021949079,1139,.54561651,.13977043
FPO,BZO,.013608807,.025460931,1139,.54561651,.13977043
FPO,OVP,.0037417084,.143108,1139,.54561651,.13977043
FPO,FPO,.95018625,.057945568,1139,.54561651,.13977043
FPO,NoID,.13748638,.60403866,1139,.54561651,.13977043
Gruene,BZO,.010424596,.025460931,1139,.54561651,.085565813
Gruene,Fritz,.039939638,.00087796315,1139,.54561651,.085565813
Gruene,OVP,.0028662174,.143108,1139,.54561651,.085565813
Gruene,Gruene,.93371451,.021949079,1139,.54561651,.085565813
Gruene,SPO,.0024936628,.14574188,1139,.54561651,.085565813
Gruene,LIF,.033597685,.00087796315,1139,.54561651,.085565813
Gruene,FPO,.0060824975,.057945568,1139,.54561651,.085565813
Gruene,NoID,.10531709,.60403866,1139,.54561651,.085565813
BZO,Gruene,.0056832978,.021949079,1139,.54561651,.070461735
BZO,OVP,.0020876681,.143108,1139,.54561651,.070461735
BZO,SPO,.0018163102,.14574188,1139,.54561651,.070461735
BZO,NoID,.076709859,.60403866,1139,.54561651,.070461735
BZO,FPO,.0044303113,.057945568,1139,.54561651,.070461735
BZO,BZO,.90861005,.025460931,1139,.54561651,.070461735
BZO,LIF,.02447156,.00087796315,1139,.54561651,.070461735
BZO,Fritz,.029090852,.00087796315,1139,.54561651,.070461735
LIF,OVP,.00048957148,.143108,1139,.54561651,.011741859
LIF,NoID,.017988952,.60403866,1139,.54561651,.011741859
LIF,LIF,.68672419,.00087796315,1139,.54561651,.011741859
LIF,Gruene,.0013327696,.021949079,1139,.54561651,.011741859
LIF,FPO,.0010389363,.057945568,1139,.54561651,.011741859
LIF,Fritz,.0068219909,.00087796315,1139,.54561651,.011741859
LIF,SPO,.00042593636,.14574188,1139,.54561651,.011741859
LIF,BZO,.0017805995,.025460931,1139,.54561651,.011741859
Fritz,FPO,.00079668284,.057945568,1139,.54561651,.0090904981
Fritz,Fritz,.62599903,.00087796315,1139,.54561651,.0090904981
Fritz,LIF,.00440061,.00087796315,1139,.54561651,.0090904981
Fritz,SPO,.00032661887,.14574188,1139,.54561651,.0090904981
Fritz,BZO,.001365409,.025460931,1139,.54561651,.0090904981
Fritz,Gruene,.0010220017,.021949079,1139,.54561651,.0090904981
Fritz,NoID,.013794387,.60403866,1139,.54561651,.0090904981
Fritz,OVP,.0003754159,.143108,1139,.54561651,.0090904981
