choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
PvdA,VVD,.021556202,.056747735,2097,.26809028,.32526463
PvdA,CDA,.033096999,.077730089,2097,.26809028,.32526463
PvdA,GL,.043039132,.01096805,2097,.26809028,.32526463
PvdA,D66,.032344826,.012875536,2097,.26809028,.32526463
PvdA,PvdA,.96318376,.082021937,2097,.26809028,.32526463
PvdA,NoID,.31800947,.75965667,2097,.26809028,.32526463
CDA,VVD,.010589056,.056747735,2097,.26809028,.19130351
CDA,D66,.015888752,.012875536,2097,.26809028,.19130351
CDA,CDA,.91218275,.077730089,2097,.26809028,.19130351
CDA,PvdA,.0084330738,.082021937,2097,.26809028,.19130351
CDA,NoID,.15621583,.75965667,2097,.26809028,.19130351
CDA,GL,.021142118,.01096805,2097,.26809028,.19130351
VVD,NoID,.24956644,.75965667,2097,.26809028,.24726716
VVD,GL,.033776112,.01096805,2097,.26809028,.24726716
VVD,CDA,.025973756,.077730089,2097,.26809028,.24726716
VVD,VVD,.94913203,.056747735,2097,.26809028,.24726716
VVD,D66,.025383469,.012875536,2097,.26809028,.24726716
VVD,PvdA,.013472465,.082021937,2097,.26809028,.24726716
D66,PvdA,.0086519653,.082021937,2097,.26809028,.13638709
D66,NoID,.1602706,.75965667,2097,.26809028,.13638709
D66,CDA,.016680246,.077730089,2097,.26809028,.13638709
D66,VVD,.010863908,.056747735,2097,.26809028,.13638709
D66,GL,.021690886,.01096805,2097,.26809028,.13638709
D66,D66,.9145909,.012875536,2097,.26809028,.13638709
GL,NoID,.11593767,.75965667,2097,.26809028,.099777624
GL,PvdA,.0062587187,.082021937,2097,.26809028,.099777624
GL,GL,.88035178,.01096805,2097,.26809028,.099777624
GL,CDA,.012066272,.077730089,2097,.26809028,.099777624
GL,VVD,.0078588091,.056747735,2097,.26809028,.099777624
GL,D66,.01179205,.012875536,2097,.26809028,.099777624
