choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
PP,PSOE,.0045209345,.3084833,1167,.74349457,.30242604
PP,CIU,.061837126,.017994858,1167,.74349457,.30242604
PP,PNV,.033035059,.0042844904,1167,.74349457,.30242604
PP,NoID,.25230148,.3873179,1167,.74349457,.30242604
PP,IU,.043384161,.036846615,1167,.74349457,.30242604
PP,ERC,.061757047,.013710368,1167,.74349457,.30242604
PP,PP,.97060835,.20565553,1167,.74349457,.30242604
PSOE,PP,.022241782,.20565553,1167,.74349457,.53810328
PSOE,CIU,.13867621,.017994858,1167,.74349457,.53810328
PSOE,NoID,.56581235,.3873179,1167,.74349457,.53810328
PSOE,PSOE,.99221987,.3084833,1167,.74349457,.53810328
PSOE,ERC,.13849662,.013710368,1167,.74349457,.53810328
PSOE,PNV,.074084565,.0042844904,1167,.74349457,.53810328
PSOE,IU,.097293511,.036846615,1167,.74349457,.53810328
IU,IU,.83659482,.036846615,1167,.74349457,.0511714
IU,NoID,.049713764,.3873179,1167,.74349457,.0511714
IU,PNV,.0065092649,.0042844904,1167,.74349457,.0511714
IU,PP,.0019542216,.20565553,1167,.74349457,.0511714
IU,PSOE,.00089080998,.3084833,1167,.74349457,.0511714
IU,CIU,.012184457,.017994858,1167,.74349457,.0511714
IU,ERC,.012168678,.013710368,1167,.74349457,.0511714
CIU,NoID,.031797856,.3873179,1167,.74349457,.026799425
CIU,PNV,.0041634478,.0042844904,1167,.74349457,.026799425
CIU,IU,.0054677576,.036846615,1167,.74349457,.026799425
CIU,CIU,.76270121,.017994858,1167,.74349457,.026799425
CIU,ERC,.0077833142,.013710368,1167,.74349457,.026799425
CIU,PSOE,.00056977873,.3084833,1167,.74349457,.026799425
CIU,PP,.0012499568,.20565553,1167,.74349457,.026799425
PNV,IU,.011782621,.036846615,1167,.74349457,.032200791
PNV,ERC,.016772477,.013710368,1167,.74349457,.032200791
PNV,NoID,.068522066,.3873179,1167,.74349457,.032200791
PNV,PP,.002693566,.20565553,1167,.74349457,.032200791
PNV,PSOE,.0012278318,.3084833,1167,.74349457,.032200791
PNV,CIU,.016794225,.017994858,1167,.74349457,.032200791
PNV,PNV,.87803704,.0042844904,1167,.74349457,.032200791
ERC,IU,.0054771495,.036846615,1167,.74349457,.023592083
ERC,PNV,.0041705994,.0042844904,1167,.74349457,.023592083
ERC,ERC,.76302189,.013710368,1167,.74349457,.023592083
ERC,PSOE,.00057075749,.3084833,1167,.74349457,.023592083
ERC,NoID,.031852476,.3873179,1167,.74349457,.023592083
ERC,CIU,.0078067933,.017994858,1167,.74349457,.023592083
ERC,PP,.0012521038,.20565553,1167,.74349457,.023592083
