choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
"SKP.VPK.V","BF.C",.0061208,.1898356,2676,.726799,.0430534
"SKP.VPK.V","KdS",.0342263,.0134529,2676,.726799,.0430534
"SKP.VPK.V","NoID",.0820193,.1192078,2676,.726799,.0430534
"SKP.VPK.V","FP",.0114835,.103139,2676,.726799,.0430534
"SKP.VPK.V","SAP",.0072898,.4353513,2676,.726799,.0430534
"SKP.VPK.V","H.M",.0086993,.103139,2676,.726799,.0430534
"SKP.VPK.V","SKP.VPK.V",.7937331,.0332586,2676,.726799,.0430534
"SAP","KdS",.1016862,.0134529,2676,.726799,.4479607
"SAP","SAP",.9327791,.4353513,2676,.726799,.4479607
"SAP","NoID",.2436791,.1192078,2676,.726799,.4479607
"SAP","SKP.VPK.V",.0547538,.0332586,2676,.726799,.4479607
"SAP","H.M",.0258456,.103139,2676,.726799,.4479607
"SAP","FP",.0341173,.103139,2676,.726799,.4479607
"SAP","BF.C",.018185,.1898356,2676,.726799,.4479607
"BF.C","FP",.0412686,.103139,2676,.726799,.2377252
"BF.C","BF.C",.9473699,.1898356,2676,.726799,.2377252
"BF.C","SKP.VPK.V",.0662306,.0332586,2676,.726799,.2377252
"BF.C","KdS",.1230003,.0134529,2676,.726799,.2377252
"BF.C","SAP",.0261976,.4353513,2676,.726799,.2377252
"BF.C","H.M",.0312631,.103139,2676,.726799,.2377252
"BF.C","NoID",.294756,.1192078,2676,.726799,.2377252
"FP","KdS",.0609285,.0134529,2676,.726799,.1194384
"FP","SAP",.012977,.4353513,2676,.726799,.1194384
"FP","NoID",.1460081,.1192078,2676,.726799,.1194384
"FP","H.M",.0154862,.103139,2676,.726799,.1194384
"FP","BF.C",.0108961,.1898356,2676,.726799,.1194384
"FP","SKP.VPK.V",.0328075,.0332586,2676,.726799,.1194384
"FP","FP",.8804331,.103139,2676,.726799,.1194384
"H.M","SKP.VPK.V",.0450167,.0332586,2676,.726799,.1343791
"H.M","NoID",.2003445,.1192078,2676,.726799,.1343791
"H.M","BF.C",.0149511,.1898356,2676,.726799,.1343791
"H.M","KdS",.0836029,.0134529,2676,.726799,.1343791
"H.M","SAP",.0178064,.4353513,2676,.726799,.1343791
"H.M","FP",.0280501,.103139,2676,.726799,.1343791
"H.M","H.M",.9151852,.103139,2676,.726799,.1343791
"KdS","SKP.VPK.V",.0074583,.0332586,2676,.726799,.0148273
"KdS","H.M",.0035206,.103139,2676,.726799,.0148273
"KdS","BF.C",.0024771,.1898356,2676,.726799,.0148273
"KdS","NoID",.0331929,.1192078,2676,.726799,.0148273
"KdS","KdS",.5965558,.0134529,2676,.726799,.0148273
"KdS","FP",.0046473,.103139,2676,.726799,.0148273
"KdS","SAP",.0029501,.4353513,2676,.726799,.0148273
