choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
SDP,VIHR,.021375174,.056588519,1237,.48056003,.20795138
SDP,KOK,.013063399,.10347615,1237,.48056003,.20795138
SDP,NoID,.18289147,.51333874,1237,.48056003,.20795138
SDP,PS,.037369546,.015359742,1237,.48056003,.20795138
SDP,VAS,.026171714,.021018593,1237,.48056003,.20795138
SDP,SFP,.021621147,.029102668,1237,.48056003,.20795138
SDP,SDP,.94601887,.11398545,1237,.48056003,.20795138
SDP,KESK,.010457231,.10105093,1237,.48056003,.20795138
SDP,KD,.018714597,.046079222,1237,.48056003,.20795138
KESK,VIHR,.02493225,.056588519,1237,.48056003,.2136595
KESK,PS,.04358827,.015359742,1237,.48056003,.2136595
KESK,KD,.021828923,.046079222,1237,.48056003,.2136595
KESK,KOK,.015237301,.10347615,1237,.48056003,.2136595
KESK,SFP,.025219155,.029102668,1237,.48056003,.2136595
KESK,NoID,.21332674,.51333874,1237,.48056003,.2136595
KESK,SDP,.014093134,.11398545,1237,.48056003,.2136595
KESK,KESK,.95502019,.10105093,1237,.48056003,.2136595
KESK,VAS,.03052699,.021018593,1237,.48056003,.2136595
KOK,SFP,.019882774,.029102668,1237,.48056003,.18942094
KOK,NoID,.16818674,.51333874,1237,.48056003,.18942094
KOK,KESK,.0096164541,.10105093,1237,.48056003,.18942094
KOK,KOK,.94058603,.10347615,1237,.48056003,.18942094
KOK,SDP,.011111022,.11398545,1237,.48056003,.18942094
KOK,VIHR,.019656578,.056588519,1237,.48056003,.18942094
KOK,VAS,.024067469,.021018593,1237,.48056003,.18942094
KOK,PS,.03436498,.015359742,1237,.48056003,.18942094
KOK,KD,.017209917,.046079222,1237,.48056003,.18942094
SFP,KD,.0098741846,.046079222,1237,.48056003,.079213575
SFP,PS,.019716896,.015359742,1237,.48056003,.079213575
SFP,KOK,.0068925028,.10347615,1237,.48056003,.079213575
SFP,SFP,.89318931,.029102668,1237,.48056003,.079213575
SFP,VAS,.013808703,.021018593,1237,.48056003,.079213575
SFP,NoID,.096497089,.51333874,1237,.48056003,.079213575
SFP,VIHR,.011277956,.056588519,1237,.48056003,.079213575
SFP,KESK,.0055174376,.10105093,1237,.48056003,.079213575
SFP,SDP,.0063749459,.11398545,1237,.48056003,.079213575
KD,KESK,.0064892299,.10105093,1237,.48056003,.10434755
KD,SDP,.0074977716,.11398545,1237,.48056003,.10434755
KD,NoID,.11349323,.51333874,1237,.48056003,.10434755
KD,SFP,.013416993,.029102668,1237,.48056003,.10434755
KD,KOK,.0081064869,.10347615,1237,.48056003,.10434755
KD,PS,.023189655,.015359742,1237,.48056003,.10434755
KD,VIHR,.013264354,.056588519,1237,.48056003,.10434755
KD,VAS,.016240845,.021018593,1237,.48056003,.10434755
KD,KD,.9092871,.046079222,1237,.48056003,.10434755
VIHR,SDP,.00645814,.11398545,1237,.48056003,.10422505
VIHR,PS,.019974206,.015359742,1237,.48056003,.10422505
VIHR,SFP,.011556609,.029102668,1237,.48056003,.10422505
VIHR,KOK,.0069824508,.10347615,1237,.48056003,.10422505
VIHR,VIHR,.89455158,.056588519,1237,.48056003,.10422505
VIHR,KESK,.0055894409,.10105093,1237,.48056003,.10422505
VIHR,KD,.010003044,.046079222,1237,.48056003,.10422505
VIHR,VAS,.013988909,.021018593,1237,.48056003,.10422505
VIHR,NoID,.097756393,.51333874,1237,.48056003,.10422505
VAS,KOK,.0055334093,.10347615,1237,.48056003,.061002724
VAS,NoID,.077469379,.51333874,1237,.48056003,.061002724
VAS,VAS,.86798614,.021018593,1237,.48056003,.061002724
VAS,KD,.0079271505,.046079222,1237,.48056003,.061002724
VAS,VIHR,.0090541197,.056588519,1237,.48056003,.061002724
VAS,SDP,.0051179063,.11398545,1237,.48056003,.061002724
VAS,KESK,.0044294852,.10105093,1237,.48056003,.061002724
VAS,SFP,.0091583095,.029102668,1237,.48056003,.061002724
VAS,PS,.015829034,.015359742,1237,.48056003,.061002724
PS,VIHR,.0058879657,.056588519,1237,.48056003,.040179305
PS,KD,.0051550884,.046079222,1237,.48056003,.040179305
PS,VAS,.0072092116,.021018593,1237,.48056003,.040179305
PS,PS,.80596739,.015359742,1237,.48056003,.040179305
PS,SDP,.0033282149,.11398545,1237,.48056003,.040179305
PS,SFP,.0059557208,.029102668,1237,.48056003,.040179305
PS,KOK,.0035984197,.10347615,1237,.48056003,.040179305
PS,KESK,.0028805293,.10105093,1237,.48056003,.040179305
PS,NoID,.050378948,.51333874,1237,.48056003,.040179305
