choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
FDP,CSP,.17070937,.00051966048,5773,.607903,.1750946
FDP,SD,.13041289,.00051966048,5773,.607903,.1750946
FDP,NoID,.17620866,.57969546,5773,.607903,.1750946
FDP,PSA,.17053774,.00017322016,5773,.607903,.1750946
FDP,FGA,.090853304,.0041572838,5773,.607903,.1750946
FDP,FPS,.16582133,.00051966048,5773,.607903,.1750946
FDP,CVP,.017884571,.044344362,5773,.607903,.1750946
FDP,GPS,.030866941,.023384722,5773,.607903,.1750946
FDP,EDU,.11653329,.0036376235,5773,.607903,.1750946
FDP,Lega,.12765139,.0020786419,5773,.607903,.1750946
FDP,LdU,.16521007,.00017322016,5773,.607903,.1750946
FDP,SVP,.0099162431,.082626015,5773,.607903,.1750946
FDP,SOL,.11481869,.0013857613,5773,.607903,.1750946
FDP,LPS,.065829843,.01056643,5773,.607903,.1750946
FDP,EVP,.075334981,.0058894856,5773,.607903,.1750946
FDP,PdA,.1073781,.0013857613,5773,.607903,.1750946
FDP,FDP,.93161041,.071020268,5773,.607903,.1750946
FDP,SPS,.011195745,.1460246,5773,.607903,.1750946
CVP,CSP,.13681629,.00051966048,5773,.607903,.12798008
CVP,NoID,.14122374,.57969546,5773,.607903,.12798008
CVP,SOL,.092022292,.0013857613,5773,.607903,.12798008
CVP,SPS,.008972913,.1460246,5773,.607903,.12798008
CVP,PSA,.13667874,.00017322016,5773,.607903,.12798008
CVP,FPS,.13289875,.00051966048,5773,.607903,.12798008
CVP,GPS,.024738539,.023384722,5773,.607903,.12798008
CVP,FGA,.072815053,.0041572838,5773,.607903,.12798008
CVP,EDU,.09339647,.0036376235,5773,.607903,.12798008
CVP,EVP,.060377784,.0058894856,5773,.607903,.12798008
CVP,LPS,.052759819,.01056643,5773,.607903,.12798008
CVP,SVP,.0079474468,.082626015,5773,.607903,.12798008
CVP,Lega,.10230716,.0020786419,5773,.607903,.12798008
CVP,LdU,.13240884,.00017322016,5773,.607903,.12798008
CVP,PdA,.086058974,.0013857613,5773,.607903,.12798008
CVP,SD,.10452039,.00051966048,5773,.607903,.12798008
CVP,FDP,.011724126,.071020268,5773,.607903,.12798008
CVP,CVP,.91283715,.044344362,5773,.607903,.12798008
SPS,SVP,.013231956,.082626015,5773,.607903,.28348798
SPS,FDP,.019519869,.071020268,5773,.607903,.28348798
SPS,SOL,.15321085,.0013857613,5773,.607903,.28348798
SPS,PSA,.22756077,.00017322016,5773,.607903,.28348798
SPS,Lega,.17033444,.0020786419,5773,.607903,.28348798
SPS,CVP,.02386467,.044344362,5773,.607903,.28348798
SPS,LPS,.087841503,.01056643,5773,.607903,.28348798
SPS,CSP,.2277898,.00051966048,5773,.607903,.28348798
SPS,EDU,.15549874,.0036376235,5773,.607903,.28348798
SPS,FGA,.1212321,.0041572838,5773,.607903,.28348798
SPS,PdA,.14328232,.0013857613,5773,.607903,.28348798
SPS,FPS,.22126734,.00051966048,5773,.607903,.28348798
SPS,SPS,.95140243,.1460246,5773,.607903,.28348798
SPS,NoID,.23512791,.57969546,5773,.607903,.28348798
SPS,GPS,.041187983,.023384722,5773,.607903,.28348798
SPS,EVP,.10052489,.0058894856,5773,.607903,.28348798
SPS,SD,.17401932,.00051966048,5773,.607903,.28348798
SPS,LdU,.2204517,.00017322016,5773,.607903,.28348798
SVP,EDU,.17692421,.0036376235,5773,.607903,.24493632
SVP,SPS,.016997706,.1460246,5773,.607903,.24493632
SVP,LPS,.099944785,.01056643,5773,.607903,.24493632
SVP,LdU,.25082672,.00017322016,5773,.607903,.24493632
SVP,PdA,.16302454,.0013857613,5773,.607903,.24493632
SVP,FDP,.022209425,.071020268,5773,.607903,.24493632
SVP,NoID,.26752511,.57969546,5773,.607903,.24493632
SVP,FGA,.13793612,.0041572838,5773,.607903,.24493632
SVP,SD,.19799665,.00051966048,5773,.607903,.24493632
SVP,GPS,.046863087,.023384722,5773,.607903,.24493632
SVP,CSP,.25917593,.00051966048,5773,.607903,.24493632
SVP,PSA,.25891533,.00017322016,5773,.607903,.24493632
SVP,FPS,.25175476,.00051966048,5773,.607903,.24493632
SVP,SVP,.95877957,.082626015,5773,.607903,.24493632
SVP,SOL,.17432107,.0013857613,5773,.607903,.24493632
SVP,CVP,.027152875,.044344362,5773,.607903,.24493632
SVP,EVP,.11437576,.0058894856,5773,.607903,.24493632
SVP,Lega,.19380406,.0020786419,5773,.607903,.24493632
LPS,PSA,.025887813,.00017322016,5773,.607903,.023312528
LPS,SPS,.0016995263,.1460246,5773,.607903,.023312528
LPS,LPS,.63640273,.01056643,5773,.607903,.023312528
