choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
"SKP.VPK.V","FP",.009021,.0946473,2821,.7683993,.0550298
"SKP.VPK.V","H.M",.0056068,.1651897,2821,.7683993,.0550298
"SKP.VPK.V","BF.C",.0073162,.1545551,2821,.7683993,.0550298
"SKP.VPK.V","SKP.VPK.V",.8344391,.0492733,2821,.7683993,.0550298
"SKP.VPK.V","KdS",.0254543,.0131159,2821,.7683993,.0550298
"SKP.VPK.V","NoID",.0822695,.1059908,2821,.7683993,.0550298
"SKP.VPK.V","SAP",.0047254,.4126197,2821,.7683993,.0550298
"SAP","BF.C",.0264263,.1545551,2821,.7683993,.4418191
"SAP","H.M",.0202517,.1651897,2821,.7683993,.4418191
"SAP","NoID",.2971579,.1059908,2821,.7683993,.4418191
"SAP","FP",.0325839,.0946473,2821,.7683993,.4418191
"SAP","SKP.VPK.V",.053608,.0492733,2821,.7683993,.4418191
"SAP","KdS",.091941,.0131159,2821,.7683993,.4418191
"SAP","SAP",.9596298,.4126197,2821,.7683993,.4418191
"BF.C","NoID",.1855165,.1059908,2821,.7683993,.1738359
"BF.C","H.M",.0126432,.1651897,2821,.7683993,.1738359
"BF.C","KdS",.057399,.0131159,2821,.7683993,.1738359
"BF.C","SAP",.0106558,.4126197,2821,.7683993,.1738359
"BF.C","SKP.VPK.V",.0334676,.0492733,2821,.7683993,.1738359
"BF.C","BF.C",.9275677,.1545551,2821,.7683993,.1738359
"BF.C","FP",.0203422,.0946473,2821,.7683993,.1738359
"FP","SAP",.0084455,.4126197,2821,.7683993,.1104443
"FP","NoID",.1470364,.1059908,2821,.7683993,.1104443
"FP","KdS",.0454932,.0131159,2821,.7683993,.1104443
"FP","FP",.906471,.0946473,2821,.7683993,.1104443
"FP","BF.C",.013076,.1545551,2821,.7683993,.1104443
"FP","SKP.VPK.V",.0265257,.0492733,2821,.7683993,.1104443
"FP","H.M",.0100207,.1651897,2821,.7683993,.1104443
"H.M","H.M",.9487231,.1651897,2821,.7683993,.1980094
"H.M","NoID",.2476009,.1059908,2821,.7683993,.1980094
"H.M","KdS",.076608,.0131159,2821,.7683993,.1980094
"H.M","FP",.0271499,.0946473,2821,.7683993,.1980094
"H.M","SAP",.0142218,.4126197,2821,.7683993,.1980094
"H.M","SKP.VPK.V",.0446678,.0492733,2821,.7683993,.1980094
"H.M","BF.C",.0220192,.1545551,2821,.7683993,.1980094
"KdS","NoID",.0404189,.1059908,2821,.7683993,.0162532
"KdS","BF.C",.0035945,.1545551,2821,.7683993,.0162532
"KdS","SKP.VPK.V",.0072917,.0492733,2821,.7683993,.0162532
"KdS","SAP",.0023216,.4126197,2821,.7683993,.0162532
"KdS","FP",.004432,.0946473,2821,.7683993,.0162532
"KdS","H.M",.0027546,.1651897,2821,.7683993,.0162532
"KdS","KdS",.7031044,.0131159,2821,.7683993,.0162532
