choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
PCP,LPC,.52758253,.3273446,2783,.053717855,.45509616
PCP,PCP,.33598578,.25799498,2783,.053717855,.45509616
PCP,NoID,.45840624,.28530362,2783,.053717855,.45509616
PCP,NDP,.50192386,.12935682,2783,.053717855,.45509616
LPC,LPC,.22430933,.3273446,2783,.053717855,.31573957
LPC,NDP,.35696703,.12935682,2783,.053717855,.31573957
LPC,NoID,.32601741,.28530362,2783,.053717855,.31573957
LPC,PCP,.39970955,.25799498,2783,.053717855,.31573957
NDP,PCP,.26430467,.25799498,2783,.053717855,.22916427
NDP,NDP,.14110911,.12935682,2783,.053717855,.22916427
NDP,LPC,.24810813,.3273446,2783,.053717855,.22916427
NDP,NoID,.21557635,.28530362,2783,.053717855,.22916427
